City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
270,Antofagasta,CL,2020-10-24 17:17:43,-23.65,-70.4,60.8,72,75,10.29,broken clouds
271,Ribeira Grande,PT,2020-10-24 17:17:43,38.52,-28.7,69.8,83,75,23.04,broken clouds
272,Kutum,SD,2020-10-24 17:17:43,14.2,24.67,80.28,17,2,16.4,clear sky
273,Sterling,US,2020-10-24 17:13:24,39.01,-77.43,75.0,77,75,4.7,broken clouds
274,Banjar,ID,2020-10-24 17:17:44,-8.19,114.97,77.95,80,72,3.78,light rain
275,Derzhavinsk,KZ,2020-10-24 17:17:44,51.1,66.32,32.92,93,100,25.55,overcast clouds
276,Excelsior Springs,US,2020-10-24 17:17:44,39.34,-94.23,41.0,69,90,9.17,overcast clouds
277,Juneau,US,2020-10-24 17:13:05,58.3,-134.42,30.99,85,75,4.79,broken clouds
278,Puerto Colombia,CO,2020-10-24 17:17:44,10.99,-74.95,82.4,83,75,10.29,shower rain
279,Acapulco,MX,2020-10-24 17:17:44,16.86,-99.89,86.0,79,40,4.34,scattered clouds
280,Robertsport,LR,2020-10-24 17:17:44,6.75,-11.37,81.84,75,89,7.78,overcast clouds
281,Ilulissat,GL,2020-10-24 17:17:44,69.22,-51.1,23.0,57,75,9.17,broken clouds
282,Yelizovo,RU,2020-10-24 17:17:44,53.19,158.38,39.2,93,90,13.42,light intensity shower rain
283,Ilebo,CD,2020-10-24 17:17:44,-4.32,20.58,76.48,86,99,2.24,light rain
284,Skjervoy,NO,2020-10-24 17:17:45,70.03,20.97,41.18,74,100,11.63,light rain
285,Okhotsk,RU,2020-10-24 17:17:45,59.38,143.3,38.77,85,100,16.13,overcast clouds
286,Pitimbu,BR,2020-10-24 17:17:45,-7.47,-34.81,87.8,58,20,13.87,few clouds
287,Eidsvag,NO,2020-10-24 17:17:45,62.78,8.07,41.0,60,93,12.75,overcast clouds
288,Port Lavaca,US,2020-10-24 17:17:45,28.61,-96.63,68.0,48,90,12.75,overcast clouds
289,Mar Del Plata,AR,2020-10-24 17:14:55,-38.0,-57.56,64.4,82,75,4.7,broken clouds
290,Bonthe,SL,2020-10-24 17:17:45,7.53,-12.51,83.32,72,93,9.01,overcast clouds
291,Sharanga,RU,2020-10-24 17:17:45,57.18,46.54,43.0,82,66,8.48,broken clouds
292,Khorramshahr,IR,2020-10-24 17:17:45,30.44,48.17,77.0,41,0,4.7,clear sky
293,Luanda,AO,2020-10-24 17:12:50,-8.84,13.23,77.0,78,75,10.29,broken clouds
294,Fairview,US,2020-10-24 17:17:46,40.81,-74.0,70.0,82,90,6.38,overcast clouds
295,Vangaindrano,MG,2020-10-24 17:17:46,-23.35,47.6,71.02,83,71,5.12,broken clouds
296,Mago,RU,2020-10-24 17:17:46,53.25,140.18,45.05,87,100,14.45,light rain
297,Iwaki,JP,2020-10-24 17:17:46,37.05,140.88,55.0,60,42,4.0,scattered clouds
298,Portland,US,2020-10-24 17:14:37,45.52,-122.68,48.99,87,75,6.93,broken clouds
299,Padang,ID,2020-10-24 17:14:37,-0.95,100.35,78.01,80,100,3.4,moderate rain
300,Okha,RU,2020-10-24 17:17:46,53.57,142.95,41.86,88,43,7.65,scattered clouds
301,Kalmunai,LK,2020-10-24 17:17:46,7.42,81.82,82.02,80,83,4.34,broken clouds
302,Kondagaon,IN,2020-10-24 17:17:46,19.6,81.67,66.99,76,64,1.88,broken clouds
303,Nishihara,JP,2020-10-24 17:17:47,26.18,127.76,69.8,46,40,3.36,scattered clouds
304,Revadanda,IN,2020-10-24 17:17:47,18.55,72.93,84.2,89,75,3.36,haze
305,Polson,US,2020-10-24 17:17:47,47.69,-114.16,23.0,62,100,8.01,overcast clouds
306,Nanchang,CN,2020-10-24 17:17:47,28.68,115.88,58.48,61,59,4.41,light rain
307,Sigli,ID,2020-10-24 17:17:47,5.38,95.96,79.72,78,100,5.68,moderate rain
308,Uruguaiana,BR,2020-10-24 17:17:47,-29.75,-57.09,80.6,65,0,5.82,clear sky
309,Asau,RO,2020-10-24 17:17:47,46.43,26.4,55.0,82,100,3.47,overcast clouds
310,Nianzishan,CN,2020-10-24 17:17:47,47.52,122.88,35.8,79,0,5.37,clear sky
311,Porto Novo,BJ,2020-10-24 17:17:48,6.5,2.6,82.4,83,20,13.87,few clouds
312,Myrtle Beach,US,2020-10-24 17:17:48,33.69,-78.89,82.0,69,1,4.16,clear sky
313,Vuktyl,RU,2020-10-24 17:17:48,63.86,57.31,24.33,97,100,12.06,light snow
314,Ratnagiri,IN,2020-10-24 17:17:48,16.98,73.3,77.86,88,42,5.03,scattered clouds
315,Tiksi,RU,2020-10-24 17:17:48,71.69,128.87,12.13,90,73,24.18,broken clouds
316,Sao Filipe,CV,2020-10-24 17:17:48,14.9,-24.5,82.63,70,5,11.88,clear sky
317,Tsumeb,NA,2020-10-24 17:17:48,-19.23,17.72,85.05,13,0,9.33,clear sky
318,Isangel,VU,2020-10-24 17:17:48,-19.55,169.27,74.14,79,21,10.98,few clouds
319,Jumla,NP,2020-10-24 17:17:48,29.27,82.18,46.08,55,0,5.01,clear sky
320,Tefe,BR,2020-10-24 17:17:48,-3.35,-64.71,87.8,74,40,6.93,scattered clouds
321,Mpika,ZM,2020-10-24 17:17:48,-11.83,31.45,72.99,26,42,6.17,scattered clouds
322,Nouadhibou,MR,2020-10-24 17:17:49,20.93,-17.03,77.0,61,65,17.22,dust
323,Fortuna,US,2020-10-24 17:17:49,40.6,-124.16,53.01,100,90,3.36,overcast clouds
324,Tome,CL,2020-10-24 17:17:49,-36.62,-72.95,53.6,93,90,10.29,light rain
325,Japura,ID,2020-10-24 17:17:49,-0.32,102.35,74.48,97,85,2.89,light rain
326,Langsa,ID,2020-10-24 17:17:49,4.47,97.97,74.82,96,100,2.48,light rain
327,Yumen,CN,2020-10-24 17:17:49,40.28,97.2,40.19,55,89,7.45,overcast clouds
328,Semnan,IR,2020-10-24 17:17:49,35.57,53.4,56.23,44,0,0.67,clear sky
329,Poya,NC,2020-10-24 17:17:50,-21.35,165.15,73.13,84,31,5.44,scattered clouds
330,Vostok,RU,2020-10-24 17:17:50,46.49,135.88,29.37,100,100,7.61,overcast clouds
331,Illapel,CL,2020-10-24 17:16:58,-31.63,-71.17,72.28,38,0,9.04,clear sky
332,Tevaitoa,PF,2020-10-24 17:17:50,-16.78,-151.5,79.36,68,51,5.32,broken clouds
333,Cordele,US,2020-10-24 17:17:50,31.96,-83.78,82.0,61,40,4.7,scattered clouds
334,Jalu,LY,2020-10-24 17:17:50,29.03,21.55,71.4,42,0,7.74,clear sky
335,Namtsy,RU,2020-10-24 17:17:50,62.72,129.67,1.4,84,0,4.47,clear sky
336,Vila Velha,BR,2020-10-24 17:17:50,-20.33,-40.29,77.0,94,90,10.29,moderate rain
337,Gomel,BY,2020-10-24 17:17:50,52.43,30.98,53.6,100,90,11.18,light intensity shower rain
338,Corrente,BR,2020-10-24 17:17:50,-3.74,-43.34,93.25,41,65,3.18,broken clouds
339,Najran,SA,2020-10-24 17:17:50,17.49,44.13,78.8,15,0,6.93,clear sky
340,Miquelon,PM,2020-10-24 17:17:51,47.1,-56.38,53.6,87,90,17.22,overcast clouds
341,Sept-Iles,CA,2020-10-24 17:15:16,50.2,-66.38,46.4,100,90,9.17,light rain
342,Salalah,OM,2020-10-24 17:17:51,17.02,54.09,80.6,51,0,4.7,clear sky
343,Amapa,BR,2020-10-24 17:17:51,1.0,-52.0,98.24,31,48,4.74,scattered clouds
344,Ngunguru,NZ,2020-10-24 17:17:51,-35.62,174.5,57.99,95,12,4.97,few clouds
345,Grindavik,IS,2020-10-24 17:17:51,63.84,-22.43,44.6,70,0,25.28,clear sky
346,Staryye Atagi,RU,2020-10-24 17:17:51,43.12,45.74,59.0,33,0,4.47,clear sky
347,Brinkovskaya,RU,2020-10-24 17:17:51,46.03,38.59,61.57,83,62,7.43,broken clouds
348,Cabedelo,BR,2020-10-24 17:17:51,-6.98,-34.83,87.8,58,20,13.87,few clouds
349,Koszalin,PL,2020-10-24 17:17:51,54.19,16.17,53.01,79,100,11.16,overcast clouds
350,Dingle,PH,2020-10-24 17:17:52,11.0,122.67,75.65,89,100,1.95,moderate rain
351,Natal,BR,2020-10-24 17:17:52,-5.79,-35.21,86.0,62,40,14.99,scattered clouds
352,Kenai,US,2020-10-24 17:13:26,60.55,-151.26,44.6,69,90,13.87,overcast clouds
353,Sheltozero,RU,2020-10-24 17:17:52,61.37,35.37,36.45,83,5,12.15,clear sky
354,Bubaque,GW,2020-10-24 17:17:52,11.28,-15.83,84.11,74,45,9.82,scattered clouds
355,Yuli,NG,2020-10-24 17:17:52,9.7,10.27,85.71,33,2,3.0,clear sky
356,Bam,IR,2020-10-24 17:17:52,29.11,58.36,61.65,30,0,10.2,clear sky
357,Fort Walton Beach,US,2020-10-24 17:17:52,30.41,-86.62,69.8,100,90,4.7,overcast clouds
358,Morgan City,US,2020-10-24 17:17:52,29.7,-91.21,75.99,94,90,8.05,overcast clouds
359,Geraldton,AU,2020-10-24 17:17:53,-28.77,114.6,59.0,82,0,5.82,clear sky
360,Erdenet,MN,2020-10-24 17:17:53,49.03,104.08,30.7,91,81,3.06,broken clouds
361,Adrar,MR,2020-10-24 17:17:53,20.5,-10.07,98.73,8,6,9.42,clear sky
362,Anadyr,RU,2020-10-24 17:17:53,64.75,177.48,15.8,92,40,4.47,scattered clouds
363,Trento,IT,2020-10-24 17:17:53,46.07,11.12,55.0,88,26,1.19,light rain
364,Kununurra,AU,2020-10-24 17:17:53,-15.77,128.73,82.4,83,48,9.17,scattered clouds
365,Lorengau,PG,2020-10-24 17:17:53,-2.02,147.27,80.89,65,0,5.28,clear sky
366,Dargaville,NZ,2020-10-24 17:17:53,-35.93,173.88,55.67,95,21,4.83,few clouds
367,Laichingen,DE,2020-10-24 17:17:53,48.49,9.69,51.01,91,2,4.14,clear sky
368,Sola,VU,2020-10-24 17:17:54,-13.88,167.55,79.74,83,77,17.45,light rain
369,Bilma,NE,2020-10-24 17:17:54,18.69,12.92,81.12,15,0,7.38,clear sky
370,San Ramon,US,2020-10-24 17:16:00,37.78,-121.98,61.0,82,40,2.17,scattered clouds
371,Bonavista,CA,2020-10-24 17:17:54,48.65,-53.11,46.99,83,100,11.99,overcast clouds
372,Tessalit,ML,2020-10-24 17:17:54,20.2,1.01,93.34,10,0,12.71,clear sky
373,Jacqueville,CI,2020-10-24 17:17:54,5.21,-4.41,82.4,78,40,10.29,scattered clouds
374,La Union,PE,2020-10-24 17:17:54,-5.4,-80.75,82.42,43,4,11.59,clear sky
375,Ouesso,CG,2020-10-24 17:17:55,1.61,16.05,72.77,97,100,2.62,light rain
376,Plouzane,FR,2020-10-24 17:17:55,48.38,-4.62,55.4,93,90,20.8,overcast clouds
377,Pahrump,US,2020-10-24 17:17:55,36.21,-115.98,71.01,30,99,1.01,overcast clouds
378,Wadi Maliz,TN,2020-10-24 17:17:55,36.47,8.55,69.8,60,40,6.93,scattered clouds
379,Banda Aceh,ID,2020-10-24 17:16:57,5.56,95.32,77.0,90,100,13.24,moderate rain
380,Pokosnoye,RU,2020-10-24 17:17:55,55.53,101.05,35.24,95,100,8.68,overcast clouds
381,Sur,OM,2020-10-24 17:17:55,22.57,59.53,75.13,59,4,5.37,clear sky
382,Kismayo,SO,2020-10-24 17:17:55,-0.36,42.55,80.29,81,77,14.7,broken clouds
383,Samaipata,BO,2020-10-24 17:17:55,-18.15,-63.87,74.01,62,56,3.04,light rain
384,Kungurtug,RU,2020-10-24 17:17:55,50.6,97.52,31.14,95,99,3.56,overcast clouds
385,College,US,2020-10-24 17:17:56,64.86,-147.8,24.01,78,75,4.7,broken clouds
386,Mana,GF,2020-10-24 17:17:56,5.66,-53.78,87.64,63,17,12.1,few clouds
387,Vanavara,RU,2020-10-24 17:17:56,60.34,102.28,24.78,98,94,4.09,overcast clouds
388,Jiazi,CN,2020-10-24 17:17:56,22.88,116.07,69.66,59,100,22.32,overcast clouds
389,Novorzhev,RU,2020-10-24 17:17:56,57.03,29.33,44.08,94,80,4.12,broken clouds
390,Polyarnyy,RU,2020-10-24 17:17:56,69.2,33.45,30.2,100,75,4.54,broken clouds
391,Altay,CN,2020-10-24 17:17:56,47.87,88.12,27.39,85,48,2.82,scattered clouds
392,Chegdomyn,RU,2020-10-24 17:17:56,51.12,133.02,33.96,86,99,10.31,light rain
393,Moose Factory,CA,2020-10-24 17:17:57,51.26,-80.61,32.0,85,90,16.11,overcast clouds
394,Soyo,AO,2020-10-24 17:17:57,-6.13,12.37,77.45,82,95,10.36,overcast clouds
395,Suntar,RU,2020-10-24 17:17:57,62.14,117.63,22.44,96,17,5.3,few clouds
396,Talaya,RU,2020-10-24 17:17:57,61.38,152.75,29.35,95,100,0.78,overcast clouds
397,Esil,KZ,2020-10-24 17:17:57,51.96,66.4,32.54,96,100,25.66,overcast clouds
398,Batagay-Alyta,RU,2020-10-24 17:17:57,67.8,130.41,8.96,85,3,7.58,clear sky
399,Ucluelet,CA,2020-10-24 17:17:52,48.93,-125.55,42.8,75,20,6.93,few clouds
400,Sychevka,RU,2020-10-24 17:17:57,55.83,34.27,46.35,92,100,4.7,light rain
401,Raudeberg,NO,2020-10-24 17:17:57,61.99,5.14,46.99,80,100,16.31,moderate rain
402,Esperance,AU,2020-10-24 17:17:58,-33.87,121.9,48.2,93,4,8.05,clear sky
403,Homer,US,2020-10-24 17:17:58,59.64,-151.55,45.0,65,75,5.82,broken clouds
404,Dwarka,IN,2020-10-24 17:17:58,22.24,68.97,83.23,54,0,4.79,clear sky
405,Lima,PE,2020-10-24 17:17:59,-12.04,-77.03,68.0,68,75,8.05,broken clouds
406,Clyde River,CA,2020-10-24 17:17:59,70.47,-68.59,19.4,73,90,3.36,overcast clouds
407,Santa Marta,CO,2020-10-24 17:16:15,11.24,-74.2,87.01,74,100,3.0,light rain
408,Dibulla,CO,2020-10-24 17:18:00,11.27,-73.31,85.01,74,96,3.67,overcast clouds
409,Sambava,MG,2020-10-24 17:18:00,-14.27,50.17,74.91,79,23,13.51,few clouds
410,Singkang,MY,2020-10-24 17:18:00,2.1,102.8,82.4,74,20,4.7,heavy intensity rain
411,Havelock,US,2020-10-24 17:16:30,34.88,-76.9,80.01,57,1,4.7,clear sky
412,Snasa,NO,2020-10-24 17:18:00,64.25,12.38,31.39,90,40,5.06,scattered clouds
413,Rio Gallegos,AR,2020-10-24 17:14:48,-51.62,-69.22,44.6,93,90,16.11,overcast clouds
414,Qaqortoq,GL,2020-10-24 17:18:01,60.72,-46.03,33.8,64,20,2.24,few clouds
415,Alofi,NU,2020-10-24 17:18:01,-19.06,-169.92,75.2,88,100,10.29,overcast clouds
416,Manokwari,ID,2020-10-24 17:15:21,-0.87,134.08,78.75,80,91,5.68,moderate rain
417,Maridi,SS,2020-10-24 17:18:02,4.92,29.47,74.25,82,71,3.33,broken clouds
418,Kahului,US,2020-10-24 17:17:44,20.89,-156.47,75.99,73,1,4.7,clear sky
419,Lethem,GY,2020-10-24 17:18:02,3.38,-59.8,95.59,40,15,8.95,few clouds
420,Bambous Virieux,MU,2020-10-24 17:18:02,-20.34,57.76,73.4,73,75,11.41,broken clouds
421,Lewistown,US,2020-10-24 17:18:02,40.6,-77.57,62.01,67,75,8.05,broken clouds
422,Chapais,CA,2020-10-24 17:18:02,49.78,-74.85,32.0,93,90,14.99,overcast clouds
423,Buraydah,SA,2020-10-24 17:18:02,26.33,43.98,77.0,23,0,9.17,clear sky
424,Yantongshan,CN,2020-10-24 17:18:02,43.29,126.01,35.01,79,0,5.01,clear sky
425,Provost,CA,2020-10-24 17:18:03,52.35,-110.27,15.58,84,4,9.01,clear sky
426,Cobija,BO,2020-10-24 17:18:03,-11.03,-68.77,96.8,50,40,9.17,scattered clouds
427,Bambanglipuro,ID,2020-10-24 17:18:03,-7.95,110.28,78.33,87,78,6.62,light rain
428,Mutsu,JP,2020-10-24 17:14:26,41.29,141.22,48.99,75,75,4.7,broken clouds
429,Dandong,CN,2020-10-24 17:18:03,40.13,124.39,40.55,65,0,2.59,clear sky
430,Ouadda,CF,2020-10-24 17:18:03,8.08,22.4,72.52,85,100,4.23,overcast clouds
431,Kholodnyy,RU,2020-10-24 17:18:03,62.72,147.95,26.64,96,98,3.96,overcast clouds
432,Kodinsk,RU,2020-10-24 17:18:03,58.69,99.18,27.63,96,100,2.48,overcast clouds
433,Nisia Floresta,BR,2020-10-24 17:18:03,-6.09,-35.21,86.0,62,40,14.99,scattered clouds
434,Sunrise Manor,US,2020-10-24 17:18:03,36.21,-115.07,68.0,25,40,2.91,scattered clouds
435,Zhetysay,KZ,2020-10-24 17:18:04,40.73,68.3,47.14,52,98,7.56,overcast clouds
436,Aykhal,RU,2020-10-24 17:18:04,66.0,111.5,17.6,92,90,4.47,light shower snow
437,Melo,UY,2020-10-24 17:18:04,-32.37,-54.18,78.78,72,91,5.5,light rain
438,Miami,US,2020-10-24 17:16:49,25.77,-80.19,84.99,70,75,18.34,broken clouds
439,Sovetskiy,RU,2020-10-24 17:18:04,61.36,63.58,25.38,94,100,11.05,overcast clouds
440,Polunochnoye,RU,2020-10-24 17:18:04,60.87,60.42,25.11,98,100,7.45,light snow
441,Oktyabrskiy,RU,2020-10-24 17:18:04,54.48,53.47,48.72,82,85,10.8,overcast clouds
442,Petropavlovka,RU,2020-10-24 17:18:04,50.61,105.32,34.75,86,100,0.89,overcast clouds
443,Bururi,BI,2020-10-24 17:18:04,-3.85,29.63,63.18,83,43,2.53,scattered clouds
444,Marawi,PH,2020-10-24 17:18:04,8.0,124.29,75.0,91,100,8.01,moderate rain
445,Sabang,ID,2020-10-24 17:18:05,5.89,95.32,77.7,90,100,23.22,moderate rain
446,Ilinskiy,RU,2020-10-24 17:18:05,55.62,38.12,50.0,76,75,4.47,light rain
447,Moree,AU,2020-10-24 17:18:05,-29.47,149.85,64.4,88,40,7.09,scattered clouds
448,Mittagong,AU,2020-10-24 17:18:05,-34.45,150.45,57.99,83,100,5.99,light rain
449,Kieta,PG,2020-10-24 17:18:05,-6.22,155.63,78.46,75,33,2.84,scattered clouds
450,Tampere,FI,2020-10-24 17:18:05,61.5,23.79,36.0,93,0,1.12,clear sky
451,Yar-Sale,RU,2020-10-24 17:18:05,66.83,70.83,16.75,96,73,5.08,broken clouds
452,Takaka,NZ,2020-10-24 17:18:05,-40.85,172.8,60.01,92,86,3.0,light rain
453,Jiwani,PK,2020-10-24 17:18:06,25.05,61.74,78.35,64,0,7.67,clear sky
454,Sungaipenuh,ID,2020-10-24 17:18:06,-2.08,101.38,66.52,94,100,0.51,heavy intensity rain
455,Sao Joao Da Barra,BR,2020-10-24 17:18:06,-21.64,-41.05,77.0,78,90,13.87,overcast clouds
456,Muncar,ID,2020-10-24 17:18:06,-8.43,114.33,77.04,88,67,0.36,broken clouds
457,Sao Felix Do Xingu,BR,2020-10-24 17:18:06,-6.64,-51.99,89.35,54,87,3.44,light rain
458,Londoko,RU,2020-10-24 17:18:06,49.03,131.98,31.62,94,65,5.41,broken clouds
459,Durango,MX,2020-10-24 17:16:27,24.83,-104.83,73.38,30,0,3.74,clear sky
460,Fuerte Olimpo,PY,2020-10-24 17:18:06,-21.04,-57.87,97.34,39,23,3.89,few clouds
461,Bachaquero,VE,2020-10-24 17:18:07,9.97,-71.15,88.07,64,85,5.01,light rain
462,Vila Franca Do Campo,PT,2020-10-24 17:18:07,37.72,-25.43,69.8,77,20,21.92,few clouds
463,Contamana,PE,2020-10-24 17:18:07,-7.33,-75.02,98.87,31,56,4.65,broken clouds
464,Pitkyaranta,RU,2020-10-24 17:18:07,61.57,31.48,39.22,78,80,11.97,broken clouds
465,Zatoka,UA,2020-10-24 17:18:07,46.07,30.47,62.6,55,0,8.21,clear sky
466,The Valley,AI,2020-10-24 17:18:07,18.22,-63.06,87.8,70,20,18.34,few clouds
467,Hwange,ZW,2020-10-24 17:18:07,-18.37,26.5,85.53,19,48,3.24,scattered clouds
468,Yuzhno-Kurilsk,RU,2020-10-24 17:18:07,44.03,145.86,50.63,61,26,26.66,scattered clouds
469,Rognan,NO,2020-10-24 17:18:07,67.1,15.39,32.0,95,31,3.11,scattered clouds
470,Bhuban,IN,2020-10-24 17:18:08,20.88,85.83,77.65,75,87,1.59,overcast clouds
471,Caravelas,BR,2020-10-24 17:18:08,-17.71,-39.25,79.32,77,82,10.6,light rain
472,Hofn,IS,2020-10-24 17:18:08,64.25,-15.21,43.5,87,100,46.37,light rain
473,Uvira,CD,2020-10-24 17:18:08,-3.41,29.15,77.22,60,37,1.28,scattered clouds
474,Nizhneangarsk,RU,2020-10-24 17:18:08,55.78,109.55,35.71,81,74,4.18,broken clouds
475,Ancud,CL,2020-10-24 17:18:08,-41.87,-73.82,64.0,51,40,16.11,scattered clouds
476,Zabaykalsk,RU,2020-10-24 17:18:08,49.63,117.32,31.46,90,57,2.01,broken clouds
477,Tezu,IN,2020-10-24 17:18:09,27.92,96.17,70.5,86,100,0.31,light rain
478,Muri,IN,2020-10-24 17:18:09,23.37,85.87,71.6,73,14,4.18,haze
479,Marsh Harbour,BS,2020-10-24 17:18:09,26.54,-77.06,80.96,74,6,11.05,clear sky
480,Yining,CN,2020-10-24 17:18:09,29.04,114.56,56.03,65,55,0.6,light rain
481,Kainantu,PG,2020-10-24 17:18:09,-6.29,145.87,58.59,93,63,2.77,broken clouds
482,Barranca,PE,2020-10-24 17:18:09,-10.75,-77.77,67.82,69,18,10.85,few clouds
483,Mwingi,KE,2020-10-24 17:18:09,-0.93,38.06,75.38,60,44,14.36,scattered clouds
484,Codrington,AU,2020-10-24 17:18:09,-38.27,141.97,46.42,62,96,18.68,overcast clouds
485,Cruz Alta,BR,2020-10-24 17:18:10,-28.64,-53.61,86.41,41,79,5.55,broken clouds
486,Katherine,AU,2020-10-24 17:18:10,-14.47,132.27,82.4,65,41,6.93,scattered clouds
487,Nandyal,IN,2020-10-24 17:18:10,15.48,78.48,76.91,74,6,3.96,clear sky
488,Kijang,KR,2020-10-24 17:18:10,35.24,129.21,50.0,43,0,10.29,clear sky
489,Fukue,JP,2020-10-24 17:18:10,32.69,128.84,62.4,61,0,14.47,clear sky
490,Olinda,BR,2020-10-24 17:18:10,-8.01,-34.86,86.0,62,40,10.29,scattered clouds
491,Te Anau,NZ,2020-10-24 17:18:10,-45.42,167.72,55.83,83,100,8.12,overcast clouds
492,Mehamn,NO,2020-10-24 17:18:11,71.04,27.85,37.08,91,100,24.58,light rain
493,Ola,RU,2020-10-24 17:18:11,59.58,151.28,38.34,78,100,8.03,overcast clouds
494,Gravelbourg,CA,2020-10-24 17:18:11,49.88,-106.55,15.87,91,100,7.76,overcast clouds
495,Ahipara,NZ,2020-10-24 17:18:11,-35.17,173.17,57.99,93,19,6.06,few clouds
496,Vestmannaeyjar,IS,2020-10-24 17:18:11,63.44,-20.27,44.6,65,90,21.92,overcast clouds
497,Pedernales,DO,2020-10-24 17:18:11,18.04,-71.74,87.8,74,40,9.17,scattered clouds
498,Coquimbo,CL,2020-10-24 17:18:11,-29.95,-71.34,53.6,93,90,6.93,overcast clouds
499,Bhiwandi,IN,2020-10-24 17:18:11,19.3,73.07,84.2,89,75,3.36,haze
500,Aklavik,CA,2020-10-24 17:18:11,68.22,-135.01,12.2,85,40,4.7,scattered clouds
501,Christiana,ZA,2020-10-24 17:18:12,-27.91,25.16,79.29,29,86,10.2,light rain
502,Ogden,US,2020-10-24 17:14:15,41.22,-111.97,50.0,30,90,3.36,overcast clouds
503,Gazojak,TM,2020-10-24 17:18:12,41.19,61.4,55.9,39,72,9.78,broken clouds
504,Kavieng,PG,2020-10-24 17:18:12,-2.57,150.8,81.84,71,3,3.24,clear sky
505,Pitea,SE,2020-10-24 17:18:12,65.32,21.48,30.2,86,0,5.82,clear sky
506,Lakes Entrance,AU,2020-10-24 17:18:12,-37.88,147.98,45.0,89,60,10.0,broken clouds
507,Jaroslaw,PL,2020-10-24 17:13:44,50.02,22.68,52.0,100,84,4.54,broken clouds
508,Havoysund,NO,2020-10-24 17:18:13,71.0,24.66,37.4,93,100,23.04,light rain
509,Chumikan,RU,2020-10-24 17:14:21,54.72,135.31,37.85,76,100,9.78,overcast clouds
510,Nipawin,CA,2020-10-24 17:18:13,53.37,-104.0,23.0,62,90,14.99,light snow
511,Fuling,CN,2020-10-24 17:18:13,29.7,107.39,61.45,56,81,3.27,broken clouds
512,Betong,TH,2020-10-24 17:18:14,5.77,101.07,72.19,92,99,0.38,moderate rain
513,Whitehorse,CA,2020-10-24 17:18:14,60.72,-135.05,12.2,85,40,17.22,scattered clouds
514,Chiang Khong,TH,2020-10-24 17:18:14,20.26,100.4,68.0,94,0,2.24,clear sky
515,Umm Kaddadah,SD,2020-10-24 17:18:14,13.6,26.69,91.4,13,1,8.66,clear sky
516,Constitucion,CL,2020-10-24 17:13:19,-35.33,-72.42,61.16,68,12,12.08,few clouds
517,Thunder Bay,CA,2020-10-24 17:18:14,48.4,-89.32,35.01,69,75,11.41,broken clouds
518,Bereda,ES,2020-10-24 17:18:14,43.27,-7.54,60.01,84,100,24.0,light rain
519,San Andres,CO,2020-10-24 17:18:14,12.58,-81.7,87.8,74,40,6.93,scattered clouds
520,Comal,US,2020-10-24 17:18:14,29.82,-98.3,59.0,70,75,8.95,broken clouds
521,Windsor,CA,2020-10-24 17:13:28,42.3,-83.02,48.0,56,90,8.05,overcast clouds
522,Sidrolandia,BR,2020-10-24 17:18:15,-20.93,-54.96,87.8,48,75,12.75,broken clouds
523,Nanortalik,GL,2020-10-24 17:16:04,60.14,-45.24,33.53,87,2,11.77,clear sky
524,Murdochville,CA,2020-10-24 17:18:15,48.96,-65.5,50.09,94,100,14.18,moderate rain
525,Saint-Francois,FR,2020-10-24 17:18:15,46.42,3.91,55.4,76,0,1.12,clear sky
526,Lahaina,US,2020-10-24 17:15:05,20.88,-156.68,75.0,73,1,4.7,clear sky
527,Ewa Beach,US,2020-10-24 17:18:15,21.32,-158.01,77.0,94,75,3.36,broken clouds
528,Nikki,BJ,2020-10-24 17:18:15,9.94,3.21,82.9,42,82,2.53,broken clouds
529,Palu,ID,2020-10-24 17:14:51,-0.89,119.87,75.96,79,96,3.18,moderate rain
530,Mount Gambier,AU,2020-10-24 17:18:15,-37.83,140.77,44.6,81,75,12.75,broken clouds
531,Santiago Del Estero,AR,2020-10-24 17:15:45,-27.8,-64.26,90.81,45,65,4.85,broken clouds
532,Creston,US,2020-10-24 17:18:16,41.06,-94.36,32.0,74,90,5.82,overcast clouds
533,Aban,RU,2020-10-24 17:18:16,56.67,96.06,30.88,94,99,6.35,overcast clouds
534,Zajecar,RS,2020-10-24 17:15:49,43.9,22.26,60.01,72,100,1.01,overcast clouds
535,Leningradskiy,RU,2020-10-24 17:13:32,69.38,178.42,21.27,94,78,5.03,broken clouds
536,Ayan,RU,2020-10-24 17:18:16,56.45,138.17,39.22,92,100,19.48,light rain
537,Prince Rupert,CA,2020-10-24 17:18:16,54.32,-130.32,32.0,73,1,5.82,clear sky
538,Tazovskiy,RU,2020-10-24 17:18:16,67.47,78.7,16.48,97,97,8.14,overcast clouds
539,Kupang,ID,2020-10-24 17:18:16,-10.17,123.58,79.38,81,42,5.75,scattered clouds
540,Sao Miguel Do Guama,BR,2020-10-24 17:18:17,-1.63,-47.48,99.14,32,10,8.59,clear sky
541,Hovd,MN,2020-10-24 17:18:17,48.01,91.64,32.86,72,2,8.88,clear sky
542,Tucuma,BR,2020-10-24 17:18:17,-0.18,-50.05,91.8,48,2,10.13,clear sky
543,Krasnoarmeysk,RU,2020-10-24 17:18:17,51.02,45.7,55.99,65,100,4.85,overcast clouds
