City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Zhangye,CN,2020-10-22 23:16:09,38.93,100.45,44.13,49,0,3.29
288,Singaraja,ID,2020-10-22 23:15:26,-8.11,115.09,80.29,71,32,3.47
289,Port Lincoln,AU,2020-10-22 23:16:09,-34.73,135.87,59.85,90,100,21.3
290,Saint George,US,2020-10-22 23:13:01,37.1,-113.58,84.99,13,1,8.05
291,Saint-Malo,FR,2020-10-22 23:16:10,48.5,-1.83,52.0,93,0,4.7
292,Biryusinsk,RU,2020-10-22 23:16:10,55.96,97.82,42.53,73,93,8.46
293,Moroni,KM,2020-10-22 23:16:10,-11.7,43.26,79.25,67,20,2.06
294,Broome,US,2020-10-22 23:16:10,42.25,-75.83,66.2,82,1,5.82
295,Veraval,IN,2020-10-22 23:14:04,20.9,70.37,80.49,62,0,10.47
296,Krasnyy Chikoy,RU,2020-10-22 23:16:11,50.36,108.75,26.51,91,0,3.31
297,Naugachhia,IN,2020-10-22 23:16:11,25.4,87.1,74.19,89,24,4.74
298,Chapais,CA,2020-10-22 23:16:12,49.78,-74.85,30.2,92,75,3.36
299,Uni,RU,2020-10-22 23:16:12,57.75,51.49,24.67,95,0,0.47
300,Radhanpur,IN,2020-10-22 23:16:13,23.83,71.6,79.48,42,5,6.04
301,Tshikapa,CD,2020-10-22 23:16:13,-6.42,20.8,73.31,83,100,0.38
302,Grand Gaube,MU,2020-10-22 23:16:13,-20.01,57.66,69.01,86,5,1.99
303,Tonj,SS,2020-10-22 23:16:13,7.27,28.68,73.17,92,71,3.65
